study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	read_count	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_md5	fastq_ftp	submitted_md5	submitted_ftp	submitted_format	sample_alias
PRJEB49093	SAMEA13188793	ERS10792330	ERX8573814	ERR9030404	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	GridION		SINGLE	WGS	GENOMIC	unspecified	572821	GridION sequencing; Raw reads: 18_0622057-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-18_0622057-nanopore	webin-reads-18_0622057-nanopore	afc9f58a79c393fd1be20703c821b343	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/004/ERR9030404/ERR9030404.fastq.gz	296ac4bb7a7561e727323b3a432864ed	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030404/18_0622057.subsampled.fastq.gz	FASTQ	18_0622057
PRJEB49093	SAMEA13188757	ERS10792294	ERX8573815	ERR9030405	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1752928	Illumina HiSeq 2500 sequencing; Raw reads: R24100-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R24100-illumina	webin-reads-R24100-illumina	6d0732c00ce59f0aa78a930f09f10fd4;c176690c9ce8dfb04dc2682f02434956	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030405/ERR9030405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030405/ERR9030405_2.fastq.gz	e3ba058e9409e1f680582534e32a18ca;a9588c7cd3da053dd0c7ee0c9ff0d2a1	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030405/R24100.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030405/R24100.subsampled.R2.fastq.gz	FASTQ;FASTQ	R24100
PRJEB49093	SAMEA13188734	ERS10792271	ERX8573816	ERR9030406	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_1-14-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-14-illumina	webin-reads-mada_1-14-illumina	e535a60c260269f61dbdec738d0aec57;9c8b74cbe5534809d7b6e3e57ac5ef36	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/006/ERR9030406/ERR9030406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/006/ERR9030406/ERR9030406_2.fastq.gz	090e47d7de6d3a77041a1a1a52a489b8;d30226d3160b1339e277aaf4daf028aa	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030406/mada_1-14.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030406/mada_1-14.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_1-14
PRJEB49093	SAMEA13188778	ERS10792315	ERX8573817	ERR9030407	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1925168	Illumina HiSeq 2500 sequencing; Raw reads: R25048-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R25048-illumina	webin-reads-R25048-illumina	431c16a3f091bd551ba448e780b453ad;12f16883a9af7c393e328a0b5eca006d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030407/ERR9030407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030407/ERR9030407_2.fastq.gz	e6f98349057bb551370e3e8e138ab907;5fe35bf52f6f713d3e7d88eda90165c5	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030407/R25048.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030407/R25048.subsampled.R2.fastq.gz	FASTQ;FASTQ	R25048
PRJEB49093	SAMEA13188762	ERS10792299	ERX8573818	ERR9030408	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	194618	MinION sequencing; Raw reads: R30396-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R30396-nanopore	webin-reads-R30396-nanopore	52d50aa116af48386068d2a64d6a77a1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/008/ERR9030408/ERR9030408.fastq.gz	824d4ad9b11fc5bd5c49949dcbe0daee	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030408/R30396.subsampled.fastq.gz	FASTQ	R30396
PRJEB49093	SAMEA13188731	ERS10792268	ERX8573819	ERR9030409	1773	Mycobacterium tuberculosis	PACBIO_SMRT	Sequel		SINGLE	WGS	GENOMIC	unspecified	68303	Sequel sequencing; Raw reads: mada_125-pacbio	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_125-pacbio	webin-reads-mada_125-pacbio	e3c13c97f72cd92469764ec0d60005c9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/009/ERR9030409/ERR9030409.fastq.gz	9cf6a6a470aac2e6a730b9969973cbf0	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030409/mada_125.pacbio.fastq.gz	FASTQ	mada_125
PRJEB49093	SAMEA13188663	ERS10792200	ERX8573820	ERR9030410	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_2-31-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_2-31-illumina	webin-reads-mada_2-31-illumina	2eefd1c4c0ec02ebff6b73ec9199ec22;a0f5f2f755d0f235a466344232405f6f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/000/ERR9030410/ERR9030410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/000/ERR9030410/ERR9030410_2.fastq.gz	b477999e936400a3ccf9f04384c1ede3;d819b23e2f49736ee6e9b3a113f04eb6	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030410/mada_2-31.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030410/mada_2-31.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_2-31
PRJEB49093	SAMEA13188670	ERS10792207	ERX8573821	ERR9030411	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_107-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_107-illumina	webin-reads-mada_107-illumina	842c786cac031d0b8387ea299beef90a;9153d6c4494870e8a1fb4fafedac3059	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030411/ERR9030411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030411/ERR9030411_2.fastq.gz	88504f787287e34bb16c178098fcd263;a6947438d83cebe10d4de3798a0b7020	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030411/mada_107.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030411/mada_107.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_107
PRJEB49093	SAMEA13188729	ERS10792266	ERX8573822	ERR9030412	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	121099	MinION sequencing; Raw reads: mada_1-15-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-15-nanopore	webin-reads-mada_1-15-nanopore	4b800c4a9c22f7c20d6cac4dc9981cca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030412/ERR9030412.fastq.gz	7b9c41e08b05144636f80175d5006a40	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030412/mada_1-15.subsampled.fastq.gz	FASTQ	mada_1-15
PRJEB49093	SAMEA13188747	ERS10792284	ERX8573823	ERR9030413	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_2-53-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_2-53-illumina	webin-reads-mada_2-53-illumina	a807024c20f92b40c635a2384712b2a1;f5af41315c8659fb655fc8c5b63f742a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030413/ERR9030413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030413/ERR9030413_2.fastq.gz	8fb5a55794af7c2b2c9ec1b48f51fb24;3a6907a8e295cbfc1070ba94841df5d6	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030413/mada_2-53.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030413/mada_2-53.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_2-53
PRJEB49093	SAMEA13188749	ERS10792286	ERX8573824	ERR9030414	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	130290	MinION sequencing; Raw reads: R26791-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R26791-nanopore	webin-reads-R26791-nanopore	a1af60fff5029bb284c44288c5433fb1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/004/ERR9030414/ERR9030414.fastq.gz	9c1ed0bea14bf8f4e34a18e00b6731bf	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030414/R26791.subsampled.fastq.gz	FASTQ	R26791
PRJEB49093	SAMEA13188789	ERS10792326	ERX8573825	ERR9030415	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	75932	MinION sequencing; Raw reads: R26778-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R26778-nanopore	webin-reads-R26778-nanopore	cf37df1892899b4fbfc030a25bed6988	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030415/ERR9030415.fastq.gz	5e68f9f1fcb6206bcafee67316d85eb7	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030415/R26778.subsampled.fastq.gz	FASTQ	R26778
PRJEB49093	SAMEA13188667	ERS10792204	ERX8573826	ERR9030416	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	1314777	MinION sequencing; Raw reads: mada_1-22-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-22-nanopore	webin-reads-mada_1-22-nanopore	3cfc06ce05b5d1454d55250f4dc5a680	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/006/ERR9030416/ERR9030416.fastq.gz	7a7186cb9f3104f126b92d16a189916c	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030416/mada_1-22.subsampled.fastq.gz	FASTQ	mada_1-22
PRJEB49093	SAMEA13188791	ERS10792328	ERX8573827	ERR9030417	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	423121	MinION sequencing; Raw reads: 17_616156-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-17_616156-nanopore	webin-reads-17_616156-nanopore	5b33dafb49ff35672e0b2db860eb7a04	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030417/ERR9030417.fastq.gz	c8ec5eda640e22862b9626b6e0db8516	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030417/17_616156.subsampled.fastq.gz	FASTQ	17_616156
PRJEB49093	SAMEA13188721	ERS10792258	ERX8573828	ERR9030418	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	145089	MinION sequencing; Raw reads: mada_1-50-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-50-nanopore	webin-reads-mada_1-50-nanopore	a367d48c80e49079ad0d85893d6c9f7a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/008/ERR9030418/ERR9030418.fastq.gz	1fc1e7f4696cd8e8106b124f1ed6c407	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030418/mada_1-50.subsampled.fastq.gz	FASTQ	mada_1-50
PRJEB49093	SAMEA13188718	ERS10792255	ERX8573829	ERR9030419	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	79729	MinION sequencing; Raw reads: mada_129-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_129-nanopore	webin-reads-mada_129-nanopore	d5c1a1415eb32b27967bf288b7891cc2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/009/ERR9030419/ERR9030419.fastq.gz	eb4014c9b1d60e00983a441f5f459aed	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030419/mada_129.subsampled.fastq.gz	FASTQ	mada_129
PRJEB49093	SAMEA13188705	ERS10792242	ERX8573830	ERR9030420	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	170546	MinION sequencing; Raw reads: mada_117-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_117-nanopore	webin-reads-mada_117-nanopore	65aa95e4bbe100098d34ccee787f2750	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/000/ERR9030420/ERR9030420.fastq.gz	4ffc6017b4b09c404c9ba9be720fb125	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030420/mada_117.subsampled.fastq.gz	FASTQ	mada_117
PRJEB49093	SAMEA13188738	ERS10792275	ERX8573831	ERR9030421	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	883857	MinION sequencing; Raw reads: mada_137-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_137-nanopore	webin-reads-mada_137-nanopore	9bcf186da1f173467b318a745e10c995	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030421/ERR9030421.fastq.gz	d485883f508aea787698f13b992eb6f8	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030421/mada_137.subsampled.fastq.gz	FASTQ	mada_137
PRJEB49093	SAMEA13188681	ERS10792218	ERX8573832	ERR9030422	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	1272699	MinION sequencing; Raw reads: mada_111-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_111-nanopore	webin-reads-mada_111-nanopore	727a901aab8201c0eb36f3c27b89a740	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030422/ERR9030422.fastq.gz	d4d8842ef08803d28aee5c70dc204869	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030422/mada_111.subsampled.fastq.gz	FASTQ	mada_111
PRJEB49093	SAMEA13188804	ERS10792341	ERX8573833	ERR9030423	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	GridION		SINGLE	WGS	GENOMIC	unspecified	273995	GridION sequencing; Raw reads: 18_0622446-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-18_0622446-nanopore	webin-reads-18_0622446-nanopore	1885be1a3ca62808b2871375c55ef624	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030423/ERR9030423.fastq.gz	a0a8c1441bf5c2b2edd93a30d01382f2	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030423/18_0622446.subsampled.fastq.gz	FASTQ	18_0622446
PRJEB49093	SAMEA13188771	ERS10792308	ERX8573834	ERR9030424	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	38640	MinION sequencing; Raw reads: R21893-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R21893-nanopore	webin-reads-R21893-nanopore	266291a44a73162ab5e30021d3a846a8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/004/ERR9030424/ERR9030424.fastq.gz	ea09c9b700051c76cedb635c7c5edabe	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030424/R21893.subsampled.fastq.gz	FASTQ	R21893
PRJEB49093	SAMEA13188677	ERS10792214	ERX8573835	ERR9030425	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	1197943	MinION sequencing; Raw reads: mada_143-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_143-nanopore	webin-reads-mada_143-nanopore	fc2efe7bbfe756e600d40ebd9d47a260	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030425/ERR9030425.fastq.gz	ba8506e9483acc3f08e02a412ea0b19c	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030425/mada_143.subsampled.fastq.gz	FASTQ	mada_143
PRJEB49093	SAMEA13188753	ERS10792290	ERX8573836	ERR9030426	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	209693	MinION sequencing; Raw reads: R27252-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R27252-nanopore	webin-reads-R27252-nanopore	8e569c77f25697e13976e34bbe15796c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/006/ERR9030426/ERR9030426.fastq.gz	bb8c9508c064f7d44c23be7fa811210c	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030426/R27252.subsampled.fastq.gz	FASTQ	R27252
PRJEB49093	SAMEA13188723	ERS10792260	ERX8573837	ERR9030427	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	211250	MinION sequencing; Raw reads: mada_1-41-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-41-nanopore	webin-reads-mada_1-41-nanopore	e253cb973eaa904a21ab921c5b6ee8a9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030427/ERR9030427.fastq.gz	06615757b858d732c59ab665f81f07d6	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030427/mada_1-41.subsampled.fastq.gz	FASTQ	mada_1-41
PRJEB49093	SAMEA13188704	ERS10792241	ERX8573838	ERR9030428	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	1441225	MinION sequencing; Raw reads: mada_127-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_127-nanopore	webin-reads-mada_127-nanopore	adc6e8aec470edb09b575627664ed7f0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/008/ERR9030428/ERR9030428.fastq.gz	102efe92844193ce4480f9ba993fac0f	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030428/mada_127.subsampled.fastq.gz	FASTQ	mada_127
PRJEB49093	SAMEA13188722	ERS10792259	ERX8573839	ERR9030429	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	641269	MinION sequencing; Raw reads: mada_1-11-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-11-nanopore	webin-reads-mada_1-11-nanopore	8b76b2df5f31eb144c1e4ab538437581	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/009/ERR9030429/ERR9030429.fastq.gz	9ecb5655bed02cf59712a18592ede2c8	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030429/mada_1-11.subsampled.fastq.gz	FASTQ	mada_1-11
PRJEB49093	SAMEA13188683	ERS10792220	ERX8573840	ERR9030430	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	1345457	MinION sequencing; Raw reads: mada_1-48-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-48-nanopore	webin-reads-mada_1-48-nanopore	b9cae4f3bae9185ca8595004395d4abc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/000/ERR9030430/ERR9030430.fastq.gz	9b135e36104537425bfa9b2d454990ad	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030430/mada_1-48.subsampled.fastq.gz	FASTQ	mada_1-48
PRJEB49093	SAMEA13188778	ERS10792315	ERX8573841	ERR9030431	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	272229	MinION sequencing; Raw reads: R25048-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R25048-nanopore	webin-reads-R25048-nanopore	708f397869b23a9bccda23547c341653	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030431/ERR9030431.fastq.gz	70e01b7f14d40fa857535a01c0e6c34a	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030431/R25048.subsampled.fastq.gz	FASTQ	R25048
PRJEB49093	SAMEA13188728	ERS10792265	ERX8573842	ERR9030432	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	1022694	MinION sequencing; Raw reads: mada_1-8-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-8-nanopore	webin-reads-mada_1-8-nanopore	bb0335c96ec9a46fce64a55ea0d48827	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030432/ERR9030432.fastq.gz	bdca91cb7a7d4e88e38a4209fd4f4335	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030432/mada_1-8.subsampled.fastq.gz	FASTQ	mada_1-8
PRJEB49093	SAMEA13188710	ERS10792247	ERX8573843	ERR9030433	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	1512781	MinION sequencing; Raw reads: mada_121-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_121-nanopore	webin-reads-mada_121-nanopore	fb4e1c46df01d7f48b64250d3aeffabd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030433/ERR9030433.fastq.gz	1c9e8205b18ccbc38717d628b7933b01	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030433/mada_121.subsampled.fastq.gz	FASTQ	mada_121
PRJEB49093	SAMEA13188732	ERS10792269	ERX8573844	ERR9030434	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	1030556	MinION sequencing; Raw reads: mada_144-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_144-nanopore	webin-reads-mada_144-nanopore	2049875dc51caa90a1af3366a070490c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/004/ERR9030434/ERR9030434.fastq.gz	a1975dd5168833d9055c4e3ddea91559	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030434/mada_144.subsampled.fastq.gz	FASTQ	mada_144
PRJEB49093	SAMEA13188748	ERS10792285	ERX8573845	ERR9030435	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	1582597	MinION sequencing; Raw reads: mada_152-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_152-nanopore	webin-reads-mada_152-nanopore	5ce54fd6147b061162a7e2592300f7a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030435/ERR9030435.fastq.gz	c3de8f4060672794cdb9a68360a6aa93	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030435/mada_152.subsampled.fastq.gz	FASTQ	mada_152
